junction_id	cell_line	gene_name	kd_gene	A549_log2fc_local	A549_delta_cosi	HeLa_log2fc_local	HeLa_delta_cosi	spearman_r_gtex	KD_split_reads	KD_retention_reads	KD_ctrl_split_reads	KD_ctrl_retention_reads	KD_cosi	KD_ctrl_cosi	KD_delta_cosi	KD_tpm_mean	KD_ctrl_tpm_mean	KD_log2fc_expression	postar_peak	eclip_peak
chr6_4061147_4061655_+	hela	PRPF4B	DNAJC2	-0.954	0.19	0.424	0.38	0.889	52	133	60	218	0.439	0.355	0.084	44.517	63.995	-0.524	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	DNAJC21	-0.954	0.19	0.424	0.38	0.799	42	121	60	218	0.41	0.355	0.055	48.065	63.995	-0.413	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	EIF2S1	-0.954	0.19	0.424	0.38	0.732	150	492	129	623	0.379	0.293	0.086	67.747	78.358	-0.21	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	EIF2S2	-0.954	0.19	0.424	0.38	0.778	148	361	114	392	0.451	0.368	0.083	67.829	77.28	-0.188	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	EIF4A3	-0.954	0.19	0.424	0.38	0.8	189	373	129	623	0.503	0.293	0.21	66.363	78.358	-0.24	inside_the_intron	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	EIF4B	-0.954	0.19	0.424	0.38	0.856	121	458	129	623	0.346	0.293	0.053	66.479	78.358	-0.237	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	FAM120A	-0.954	0.19	0.424	0.38	0.856	93	256	61	295	0.421	0.293	0.128	70.233	81.031	-0.206	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	FASTKD2	-0.954	0.19	0.424	0.38	0.915	143	363	90	311	0.441	0.367	0.074	76.695	86.289	-0.17	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	FIP1L1	-0.954	0.19	0.424	0.38	0.877	195	251	124	222	0.608	0.528	0.081	42.204	64.349	-0.609	<=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	FMR1	-0.954	0.19	0.424	0.38	0.88	220	360	144	563	0.55	0.338	0.212	59.164	69.463	-0.232	inside_the_intron	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	FUS	-0.954	0.19	0.424	0.38	0.939	121	309	99	359	0.439	0.355	0.084	75.363	87.307	-0.212	<=100nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	GEMIN5	-0.954	0.19	0.424	0.38	0.873	114	317	61	295	0.418	0.293	0.126	68.428	81.031	-0.244	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	GRSF1	-0.954	0.19	0.424	0.38	0.78	269	634	123	584	0.459	0.296	0.163	81.628	103.236	-0.339	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	HDGF	-0.954	0.19	0.424	0.38	0.832	94	235	123	627	0.444	0.282	0.163	66.003	100.609	-0.608	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	HNRNPA0	-0.954	0.19	0.424	0.38	0.933	242	291	219	351	0.625	0.555	0.069	82.056	99.571	-0.279	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	HNRNPA2B1	-0.954	0.19	0.424	0.38	0.958	217	354	275	584	0.551	0.485	0.066	70.674	80.295	-0.184	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	HNRNPAB	-0.954	0.19	0.424	0.38	0.762	287	237	219	351	0.708	0.555	0.153	83.41	99.571	-0.256	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	HNRNPC	-0.954	0.19	0.424	0.38	0.887	107	139	78	261	0.606	0.374	0.232	56.727	75.185	-0.406	inside_the_intron	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	HNRNPL	-0.954	0.19	0.424	0.38	0.928	188	385	191	736	0.494	0.342	0.152	70.751	81.765	-0.209	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	HNRNPLL	-0.954	0.19	0.424	0.38	0.816	51	44	45	89	0.699	0.503	0.196	35.613	46.561	-0.387	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	HNRNPU	-0.954	0.19	0.424	0.38	0.933	173	295	104	471	0.54	0.306	0.233	57.936	79.996	-0.465	inside_the_intron	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	HSPD1	-0.954	0.19	0.424	0.38	0.763	227	276	144	278	0.622	0.509	0.113	60.333	72.409	-0.263	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	ILF2	-0.954	0.19	0.424	0.38	0.831	266	241	205	248	0.688	0.623	0.065	78.873	84.575	-0.101	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	ILF3	-0.954	0.19	0.424	0.38	0.948	126	317	74	321	0.443	0.316	0.127	72.365	78.992	-0.126	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	KHDRBS1	-0.954	0.19	0.424	0.38	0.922	109	210	74	321	0.509	0.316	0.194	71.685	78.992	-0.14	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	KHSRP	-0.954	0.19	0.424	0.38	0.917	211	467	137	702	0.475	0.281	0.194	70.462	82.105	-0.221	inside_the_intron	inside_the_intron
chr6_4061147_4061655_+	hela	PRPF4B	METAP2	-0.954	0.19	0.424	0.38	0.809	166	141	102	156	0.702	0.567	0.135	44.791	64.95	-0.536	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	NONO	-0.954	0.19	0.424	0.38	0.949	74	319	73	533	0.317	0.215	0.102	70.539	88.587	-0.329	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	NSUN2	-0.954	0.19	0.424	0.38	0.928	42	33	45	89	0.718	0.503	0.215	42.187	46.561	-0.142	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	PA2G4	-0.954	0.19	0.424	0.38	0.815	108	279	61	295	0.436	0.293	0.144	54.273	81.031	-0.578	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	PABPC1	-0.954	0.19	0.424	0.38	0.75	267	248	219	351	0.683	0.555	0.128	70.862	99.571	-0.491	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	PARN	-0.954	0.19	0.424	0.38	0.886	74	167	60	218	0.47	0.355	0.115	51.025	63.995	-0.327	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	PES1	-0.954	0.19	0.424	0.38	0.837	126	422	82	420	0.374	0.281	0.093	68.324	84.787	-0.311	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	PHF6	-0.954	0.19	0.424	0.38	0.855	109	298	85	293	0.422	0.367	0.055	56.928	77.008	-0.436	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	PNPT1	-0.954	0.19	0.424	0.38	0.841	240	568	259	772	0.458	0.402	0.056	77.851	103.053	-0.405	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	PPIG	-0.954	0.19	0.424	0.38	0.954	179	224	144	278	0.615	0.509	0.106	52.098	72.409	-0.475	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	PPIL4	-0.954	0.19	0.424	0.38	0.884	242	146	205	248	0.768	0.623	0.145	58.736	84.575	-0.526	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	PUM1	-0.954	0.19	0.424	0.38	0.917	299	762	278	996	0.44	0.358	0.081	75.241	89.779	-0.255	<=50nt	<=500nt
chr6_4061147_4061655_+	hela	PRPF4B	PUM2	-0.954	0.19	0.424	0.38	0.897	237	649	278	996	0.422	0.358	0.064	83.405	89.779	-0.106	<=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	RBM39	-0.954	0.19	0.424	0.38	0.962	397	102	342	153	0.886	0.817	0.069	65.918	89.886	-0.447	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	RPS19	-0.954	0.19	0.424	0.38	0.784	93	214	61	295	0.465	0.293	0.172	62.927	81.031	-0.365	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	RPS3	-0.954	0.19	0.424	0.38	0.837	79	118	53	170	0.572	0.384	0.188	91.229	104.474	-0.196	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	RRP9	-0.954	0.19	0.424	0.38	0.895	119	426	73	533	0.358	0.215	0.143	82.613	88.587	-0.101	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	SAFB2	-0.954	0.19	0.424	0.38	0.844	118	217	118	306	0.521	0.435	0.086	62.14	73.68	-0.246	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	SERBP1	-0.954	0.19	0.424	0.38	0.784	111	171	61	295	0.565	0.293	0.272	52.509	81.031	-0.626	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	SF3B1	-0.954	0.19	0.424	0.38	0.935	174	91	124	162	0.793	0.605	0.188	50.577	55.343	-0.13	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	SLBP	-0.954	0.19	0.424	0.38	0.784	94	263	93	545	0.417	0.254	0.162	60.916	65.717	-0.109	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	SLTM	-0.954	0.19	0.424	0.38	0.94	140	393	99	359	0.416	0.355	0.061	81.324	87.307	-0.102	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	SMN1	-0.954	0.19	0.424	0.38	0.903	210	187	205	248	0.692	0.623	0.069	70.827	84.575	-0.256	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	SRP68	-0.954	0.19	0.424	0.38	0.894	139	371	73	533	0.428	0.215	0.213	70.152	88.587	-0.337	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	SRSF5	-0.954	0.19	0.424	0.38	0.853	128	434	169	863	0.371	0.281	0.09	73.899	93.261	-0.336	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	SRSF7	-0.954	0.19	0.424	0.38	0.919	170	532	153	684	0.39	0.309	0.081	72.92	79.004	-0.116	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	SUPV3L1	-0.954	0.19	0.424	0.38	0.86	135	318	73	533	0.459	0.215	0.244	57.688	88.587	-0.619	<=50nt	<=500nt
chr6_4061147_4061655_+	hela	PRPF4B	TARDBP	-0.954	0.19	0.424	0.38	0.944	151	298	149	462	0.503	0.392	0.111	65.856	79.142	-0.265	inside_the_intron	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	TFIP11	-0.954	0.19	0.424	0.38	0.749	92	214	73	533	0.462	0.215	0.247	56.22	88.587	-0.656	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	TIA1	-0.954	0.19	0.424	0.38	0.932	143	480	153	684	0.373	0.309	0.064	69.208	79.004	-0.191	inside_the_intron	<=500nt
chr6_4061147_4061655_+	hela	PRPF4B	TIAL1	-0.954	0.19	0.424	0.38	0.963	60	137	78	261	0.467	0.374	0.093	54.399	75.185	-0.467	inside_the_intron	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	TRIM56	-0.954	0.19	0.424	0.38	0.791	71	134	78	261	0.514	0.374	0.14	43.249	75.185	-0.798	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	UCHL5	-0.954	0.19	0.424	0.38	0.737	128	242	73	533	0.514	0.215	0.299	65.45	88.587	-0.437	>=500nt	<=500nt
chr6_4061147_4061655_+	hela	PRPF4B	UPF1	-0.954	0.19	0.424	0.38	0.874	187	264	166	310	0.586	0.517	0.069	61.603	73.564	-0.256	inside_the_intron	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	XRN2	-0.954	0.19	0.424	0.38	0.867	153	325	73	533	0.485	0.215	0.27	56.751	88.587	-0.642	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	UBE2L3	-0.954	0.19	0.424	0.38	0.709	327	704	278	996	0.482	0.358	0.123	81.842	89.779	-0.134	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	NOL12	-0.954	0.19	0.424	0.38	0.705	273	649	278	996	0.457	0.358	0.099	82.938	89.779	-0.114	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	AGO1	-0.363	0.41	0.398	0.46	0.851	100	432	73	433	0.316	0.252	0.064	75.12	86.289	-0.2	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	BCCIP	-0.363	0.41	0.398	0.46	0.891	122	574	82	578	0.298	0.221	0.077	72.485	90.867	-0.326	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	BOP1	-0.363	0.41	0.398	0.46	0.757	216	689	151	897	0.385	0.252	0.133	43.495	55.343	-0.348	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	CNOT7	-0.363	0.41	0.398	0.46	0.88	265	1257	198	1517	0.297	0.207	0.09	90.23	99.571	-0.142	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	CPSF6	-0.363	0.41	0.398	0.46	0.966	224	842	151	897	0.347	0.252	0.095	49.887	55.343	-0.15	inside_the_intron	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	CPSF7	-0.363	0.41	0.398	0.46	0.906	137	412	74	341	0.399	0.303	0.097	45.038	53.035	-0.236	inside_the_intron	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	DDX19B	-0.363	0.41	0.398	0.46	0.82	161	501	185	741	0.391	0.333	0.058	59.292	69.734	-0.234	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	DDX47	-0.363	0.41	0.398	0.46	0.839	296	753	287	1144	0.44	0.334	0.106	65.325	75.694	-0.213	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	DDX51	-0.363	0.41	0.398	0.46	0.818	60	260	32	233	0.316	0.215	0.1	82.302	96.286	-0.226	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	DROSHA	-0.363	0.41	0.398	0.46	0.924	195	640	172	1179	0.379	0.226	0.153	62.049	85.789	-0.467	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	EIF2S2	-0.363	0.41	0.398	0.46	0.778	156	523	103	562	0.374	0.268	0.105	67.829	77.28	-0.188	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	EIF4A3	-0.363	0.41	0.398	0.46	0.8	128	452	93	516	0.362	0.265	0.097	66.363	78.358	-0.24	<=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	EIF4B	-0.363	0.41	0.398	0.46	0.856	113	401	93	516	0.36	0.265	0.095	66.479	78.358	-0.237	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	FAM120A	-0.363	0.41	0.398	0.46	0.856	86	329	57	319	0.343	0.263	0.08	70.233	81.031	-0.206	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	FASTKD2	-0.363	0.41	0.398	0.46	0.915	127	525	73	433	0.326	0.252	0.074	76.695	86.289	-0.17	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	FIP1L1	-0.363	0.41	0.398	0.46	0.877	232	817	139	771	0.362	0.265	0.097	42.204	64.349	-0.609	inside_the_intron	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	FMR1	-0.363	0.41	0.398	0.46	0.88	240	689	167	885	0.411	0.274	0.137	59.164	69.463	-0.232	inside_the_intron	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	FUBP1	-0.363	0.41	0.398	0.46	0.969	130	700	83	640	0.271	0.206	0.065	92.161	99.679	-0.113	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	FUS	-0.363	0.41	0.398	0.46	0.939	125	428	91	467	0.369	0.28	0.088	75.363	87.307	-0.212	inside_the_intron	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	GEMIN5	-0.363	0.41	0.398	0.46	0.873	106	406	57	319	0.343	0.263	0.08	68.428	81.031	-0.244	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	GRSF1	-0.363	0.41	0.398	0.46	0.78	259	843	111	649	0.381	0.255	0.126	81.628	103.236	-0.339	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	HDGF	-0.363	0.41	0.398	0.46	0.832	101	427	85	667	0.321	0.203	0.118	66.003	100.609	-0.608	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	HNRNPAB	-0.363	0.41	0.398	0.46	0.762	249	1394	198	1517	0.263	0.207	0.056	83.41	99.571	-0.256	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	HNRNPC	-0.363	0.41	0.398	0.46	0.887	132	251	92	355	0.513	0.341	0.171	56.727	75.185	-0.406	inside_the_intron	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	HNRNPD	-0.363	0.41	0.398	0.46	0.937	72	211	49	308	0.406	0.241	0.164	83.775	101.349	-0.275	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	HNRNPL	-0.363	0.41	0.398	0.46	0.928	217	736	218	1098	0.371	0.284	0.087	70.751	81.765	-0.209	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	HNRNPU	-0.363	0.41	0.398	0.46	0.933	150	341	86	515	0.468	0.25	0.218	57.936	79.996	-0.465	<=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	HNRNPUL1	-0.363	0.41	0.398	0.46	0.876	241	1208	276	1863	0.285	0.229	0.057	62.496	89.886	-0.524	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	HSPD1	-0.363	0.41	0.398	0.46	0.763	218	843	161	853	0.341	0.274	0.067	60.333	72.409	-0.263	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	ILF3	-0.363	0.41	0.398	0.46	0.948	154	445	82	428	0.409	0.277	0.132	72.365	78.992	-0.126	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	KHDRBS1	-0.363	0.41	0.398	0.46	0.922	118	373	82	428	0.388	0.277	0.11	71.685	78.992	-0.14	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	KHSRP	-0.363	0.41	0.398	0.46	0.917	145	623	109	737	0.318	0.228	0.089	70.462	82.105	-0.221	<=50nt	inside_the_intron
chr6_4061700_4062213_+	hela	PRPF4B	METAP2	-0.363	0.41	0.398	0.46	0.809	212	528	115	578	0.445	0.285	0.161	44.791	64.95	-0.536	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	NCBP2	-0.363	0.41	0.398	0.46	0.867	121	482	93	516	0.334	0.265	0.069	67.789	78.358	-0.209	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	NIP7	-0.363	0.41	0.398	0.46	0.719	54	157	38	199	0.408	0.276	0.131	60.442	75.001	-0.311	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	NONO	-0.363	0.41	0.398	0.46	0.949	72	387	53	436	0.271	0.196	0.076	70.539	88.587	-0.329	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	PA2G4	-0.363	0.41	0.398	0.46	0.815	97	367	57	319	0.346	0.263	0.083	54.273	81.031	-0.578	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	PABPC1	-0.363	0.41	0.398	0.46	0.75	269	1205	198	1517	0.309	0.207	0.102	70.862	99.571	-0.491	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	PABPN1	-0.363	0.41	0.398	0.46	0.829	101	484	172	1179	0.294	0.226	0.069	70.664	85.789	-0.28	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	PES1	-0.363	0.41	0.398	0.46	0.837	97	441	61	412	0.306	0.228	0.077	68.324	84.787	-0.311	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	PPIG	-0.363	0.41	0.398	0.46	0.954	201	620	161	853	0.393	0.274	0.119	52.098	72.409	-0.475	>=500nt	<=500nt
chr6_4061700_4062213_+	hela	PRPF4B	PPP1R8	-0.363	0.41	0.398	0.46	0.877	133	551	172	1179	0.326	0.226	0.1	62.723	85.789	-0.452	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	RBM17	-0.363	0.41	0.398	0.46	0.917	269	0	166	1025	1	0.245	0.755	77.119	99.553	-0.368	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	RPS19	-0.363	0.41	0.398	0.46	0.784	83	273	57	319	0.378	0.263	0.115	62.927	81.031	-0.365	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	RPS3	-0.363	0.41	0.398	0.46	0.837	75	249	47	273	0.376	0.256	0.12	91.229	104.474	-0.196	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	RPS3A	-0.363	0.41	0.398	0.46	0.874	281	1410	198	1517	0.285	0.207	0.078	86.864	99.571	-0.197	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	RRP9	-0.363	0.41	0.398	0.46	0.895	88	476	53	436	0.27	0.196	0.074	82.613	88.587	-0.101	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	SERBP1	-0.363	0.41	0.398	0.46	0.784	105	347	57	319	0.377	0.263	0.114	52.509	81.031	-0.626	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	SF3B4	-0.363	0.41	0.398	0.46	0.786	118	477	116	627	0.331	0.27	0.061	74.118	85.981	-0.214	<=50nt	inside_the_intron
chr6_4061700_4062213_+	hela	PRPF4B	SLBP	-0.363	0.41	0.398	0.46	0.784	106	388	110	513	0.353	0.3	0.053	60.916	65.717	-0.109	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	SRP68	-0.363	0.41	0.398	0.46	0.894	113	420	53	436	0.35	0.196	0.154	70.152	88.587	-0.337	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	SRSF5	-0.363	0.41	0.398	0.46	0.853	116	483	151	913	0.324	0.249	0.076	73.899	93.261	-0.336	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	SUGP2	-0.363	0.41	0.398	0.46	0.796	251	1176	235	1482	0.299	0.241	0.058	64.43	75.672	-0.232	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	SUPT6H	-0.363	0.41	0.398	0.46	0.902	263	985	213	1400	0.348	0.233	0.115	52.827	67.612	-0.356	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	SUPV3L1	-0.363	0.41	0.398	0.46	0.86	125	381	53	436	0.396	0.196	0.201	57.688	88.587	-0.619	inside_the_intron	inside_the_intron
chr6_4061700_4062213_+	hela	PRPF4B	TARDBP	-0.363	0.41	0.398	0.46	0.944	125	576	135	925	0.303	0.226	0.077	65.856	79.142	-0.265	<=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	TFIP11	-0.363	0.41	0.398	0.46	0.749	79	254	53	436	0.383	0.196	0.188	56.22	88.587	-0.656	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	TIAL1	-0.363	0.41	0.398	0.46	0.963	107	283	92	355	0.431	0.341	0.089	54.399	75.185	-0.467	inside_the_intron	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	UCHL5	-0.363	0.41	0.398	0.46	0.737	117	391	53	436	0.374	0.196	0.179	65.45	88.587	-0.437	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	UPF1	-0.363	0.41	0.398	0.46	0.874	219	690	191	792	0.388	0.325	0.063	61.603	73.564	-0.256	<=50nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	XPO5	-0.363	0.41	0.398	0.46	0.858	186	653	221	1487	0.363	0.229	0.134	68.872	93.569	-0.442	>=500nt	>=500nt
chr6_4061700_4062213_+	hela	PRPF4B	XRN2	-0.363	0.41	0.398	0.46	0.867	177	420	53	436	0.457	0.196	0.262	56.751	88.587	-0.642	>=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	ASCC1	0.102	0.4	0.338	0.55	0.827	219	354	201	410	0.553	0.495	0.058	72.535	78.358	-0.111	>=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	BOP1	0.102	0.4	0.338	0.55	0.757	193	635	109	584	0.378	0.272	0.106	43.495	55.343	-0.348	>=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	CELF1	0.102	0.4	0.338	0.55	0.933	584	1226	487	1419	0.488	0.407	0.081	82.176	89.779	-0.128	>=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	CIRBP	0.102	0.4	0.338	0.55	0.812	283	400	246	429	0.586	0.534	0.052	76.033	82.105	-0.111	>=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	CPSF6	0.102	0.4	0.338	0.55	0.966	222	724	109	584	0.38	0.272	0.108	49.887	55.343	-0.15	<=50nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	DDX19B	0.102	0.4	0.338	0.55	0.82	257	691	239	862	0.427	0.357	0.07	59.292	69.734	-0.234	>=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	DDX47	0.102	0.4	0.338	0.55	0.839	314	767	329	1225	0.45	0.349	0.101	65.325	75.694	-0.213	>=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	DDX5	0.102	0.4	0.338	0.55	0.805	44	289	36	358	0.233	0.167	0.066	44.94	51.308	-0.191	>=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	DDX51	0.102	0.4	0.338	0.55	0.818	209	207	154	190	0.669	0.618	0.05	82.302	96.286	-0.226	>=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	DDX6	0.102	0.4	0.338	0.55	0.925	256	395	201	410	0.564	0.495	0.069	56.195	78.358	-0.48	>=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	EIF2S1	0.102	0.4	0.338	0.55	0.732	250	407	201	410	0.551	0.495	0.056	67.747	78.358	-0.21	>=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	EIF4G2	0.102	0.4	0.338	0.55	0.813	380	799	487	1419	0.487	0.407	0.08	82.305	89.779	-0.125	>=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	FMR1	0.102	0.4	0.338	0.55	0.88	258	621	217	798	0.454	0.352	0.102	59.164	69.463	-0.232	>=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	FUBP1	0.102	0.4	0.338	0.55	0.969	414	528	248	441	0.611	0.529	0.081	92.161	99.679	-0.113	>=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	HNRNPD	0.102	0.4	0.338	0.55	0.937	129	200	121	234	0.563	0.508	0.055	83.775	101.349	-0.275	>=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	HNRNPL	0.102	0.4	0.338	0.55	0.928	334	802	358	1147	0.454	0.384	0.07	70.751	81.765	-0.209	>=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	HNRNPLL	0.102	0.4	0.338	0.55	0.816	37	155	24	227	0.323	0.175	0.149	35.613	46.561	-0.387	>=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	HNRNPU	0.102	0.4	0.338	0.55	0.933	236	377	205	554	0.556	0.425	0.131	57.936	79.996	-0.465	>=500nt	>=500nt
